,Name,Postal_Code,Coordinates,Venue Type
277,DE ESPERTO KITCHEN PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment
278,Fex Springleaf Prata Place Pte Ltd,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment
279,AL DENTE FOOD PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment
280,SIN RONG HAI RESTAURANT AND CATERING PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment
281,RUCHITA FOOD TRADING PTE.LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment
282,AMICI EVENTS & CATERING PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment
283,FOSTRE CATERING PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment
284,JIN HOCK FOOD HOLDINGS PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment
285,FULEE FOOD (2009) CATERING PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment
286,PREMIUM CATERING PRIVATE LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment
287,FULEE FOOD (2011) HOLDINGS PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment
288,ONE FAMILY CATERING SERVICE PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment
289,CITA RASA KITCHEN PTE. LTD.,738728,"[1.45155456597839, 103.809307970299]",Eating Establishment
290,KIMPO FOOD HOLDINGS PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment
291,REVADA FOOD & SERVICES PTE LTD,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment
292,DING JI (F&B) HOLDINGS PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment
293,VQ SERVICES PTE LTD,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment
294,XIAO YU ER HOLDINGS PTE. LTD.,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment
295,FEI SIONG (F&B) HOLDINGS PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment
296,CHURRASCO FOOD PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment
297,RAJAH MAS CATERING PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment
298,LIM TECK LIEN ADRIAN,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment
299,RASA RASA GROUP CATERING SERVICES LLP,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment
300,ZHANG ZHIWEI,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment
301,WEE KEE CATERING PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment
302,SINSEA PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment
303,OH'S FARM CATERING (F&B) PTE.LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment
304,EMPIRE BISTRO PTE. LTD,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment
305,YE LIANG HOW CATERING SERVICE PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment
306,FOUR STARS RESTAURANT & CATERING PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment
307,TOPFLIGHT GROUP PTE LTD,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment
308,NEO AH YONG,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment
309,LOW CHONG KEE,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment
310,SUBAIDAH BINTE MOHD ISMAIL,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment
311,FOOD FEST F & B PTE. LTD.,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment
312,TOON LAI KUEN,757437,"[1.46303567112012, 103.814247382214]",Eating Establishment
313,DUA GROUP PTE. LTD.,769674,"[1.44332329145287, 103.825508969018]",Eating Establishment
314,TIM DELIGHT PTE. LTD.,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment
315,SHUANG RONG SEAFOOD HOLDING PTE. LTD.,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment
316,KIMLY FOOD HOLDINGS PTE. LTD.,738725,"[1.45086533562089, 103.808197871686]",Eating Establishment
317,EMPIRE FOOD MANAGEMENT PTE. LTD.,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment
318,YU KEE DUCK AND NOODLE HOUSE PTE. LTD.,738452,"[1.45137722624778, 103.807709297586]",Eating Establishment
319,AMANI SERVICES PTE. LTD.,769675,"[1.44377886097149, 103.826196518891]",Eating Establishment
320,LION KITCHEN PTE. LTD.,738738,"[1.44901232710407, 103.806821552503]",Eating Establishment
321,OW HONG HWA,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment
322,LE XIN CATERING PTE. LTD.,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment
323,MOM'S COOKING PTE. LTD.,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment
324,SOO SAN NA,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment
325,KIGI PTE. LTD.,415939,"[1.33492457246555, 103.900974442954]",Eating Establishment
326,JEEWA LTD,415936,"[1.33404941614573, 103.901691386373]",Eating Establishment
327,JP PEPPERDINE GROUP PTE. LTD.,539232,"[1.35683728192269, 103.893291221205]",Eating Establishment
328,ISO DELIGHT PTE. LTD.,539234,"[1.35758745975141, 103.893458940256]",Eating Establishment
329,TONG CHIANG KITCHEN (1) PTE. LTD.,415934,"[1.33274848222104, 103.90261635694]",Eating Establishment
330,KIM'S KITCHEN PTE. LTD.,415934,"[1.33274848222104, 103.90261635694]",Eating Establishment
331,CYNTHIA ZHENG XIU MEI,539203,"[1.35458508009815, 103.893277349083]",Eating Establishment
332,NG CHIA,539205,"[1.35409516390098, 103.893070013437]",Eating Establishment
333,SERANGOON GARDENS COUNTRY CLUB,557271,"[1.36573432810949, 103.866873575185]",Eating Establishment
334,SHEERA PTE LTD,415936,"[1.33404941614573, 103.901691386373]",Eating Establishment
335,CURRY & TANDOOR PTE. LTD.,415934,"[1.33274848222104, 103.90261635694]",Eating Establishment
336,SRINATH CATERING PTE LTD,539467,"[1.36037775536094, 103.902765326076]",Eating Establishment
337,ALICK TANG TIANG POH,539205,"[1.35409516390098, 103.893070013437]",Eating Establishment
338,GOLDEN PILLOW 933 PTE. LTD.,415934,"[1.33274848222104, 103.90261635694]",Eating Establishment
339,TIRTA SARI PTE. LTD.,415934,"[1.33274848222104, 103.90261635694]",Eating Establishment
340,JUBILEE FOOD SUPPLIES PTE. LTD.,415934,"[1.33274848222104, 103.90261635694]",Eating Establishment
341,SEYU PTE. LTD.,415934,"[1.33274848222104, 103.90261635694]",Eating Establishment
342,ORANGE CLOVE CATERING PTE. LTD.,415934,"[1.33274848222104, 103.90261635694]",Eating Establishment
343,LIM LUAN SENG FOODS INDUSTRIES PTE LTD,539206,"[1.35391878995648, 103.892993234036]",Eating Establishment
344,QUEK EE HONG,588388,"[1.34092285906123, 103.779615890646]",Eating Establishment
345,BADHON ENTERPRISE PTE. LTD.,637752,"[1.31214553272707, 103.631208295985]",Eating Establishment
346,3S RESTAURANT PTE. LTD.,637752,"[1.31214553272707, 103.631208295985]",Eating Establishment
347,CHOLANADU RESTAURANT & CATERING PTE. LTD,637752,"[1.31214553272707, 103.631208295985]",Eating Establishment
348,ANG HOCK CHUAN,658080,"[1.33852440962067, 103.757089739355]",Eating Establishment
349,KOREA FOOD COMPANY PTE. LTD.,408896,"[1.32802291966224, 103.893568010662]",Eating Establishment
350,CHEONG AH KIONG,408896,"[1.32802291966224, 103.893568010662]",Eating Establishment
351,HOL WAH PTE. LTD.,408896,"[1.32802291966224, 103.893568010662]",Eating Establishment
352,RAZALI BIN NEMAT,508033,"[1.36476684787968, 103.974467912967]",Eating Establishment
353,LIM ENG KOON,455712,"[1.32129860535052, 103.924107008297]",Eating Establishment
354,CHIA PUI HUAY,328415,"[1.32799592526274, 103.867160602328]",Eating Establishment
355,GAN LI ENG,423613,"[1.31127816552165, 103.902098733704]",Eating Establishment
356,FOO HEE LIANG,455704,"[1.32104793272873, 103.924220746084]",Eating Establishment
357,ANGELI CATERING SERVICES PTE.LTD.,429014,"[1.30910011360694, 103.91188485858]",Eating Establishment
358,ANTHONY HENG FOCK LIANG,455710,"[1.32119880456733, 103.924153500703]",Eating Establishment
359,EZB PTE LTD,387429,"[1.31461656372663, 103.877395281143]",Eating Establishment
360,CHOICE FOOD HOLDINGS PTE. LTD.,486121,"[1.3370795534655, 103.946094631182]",Eating Establishment
361,WEE YEE TSE,408896,"[1.32802291966224, 103.893568010662]",Eating Establishment
362,HENG TAT CATERING PTE. LTD.,408896,"[1.32802291966224, 103.893568010662]",Eating Establishment
363,ISLAND WIDE CATERING PTE LTD,368330,"[1.33579770019297, 103.882542499583]",Eating Establishment
364,AZAD FOODS PTE. LTD.,388428,"[1.31515013065193, 103.880291780675]",Eating Establishment
365,RAJAH INN RESTAURANT PTE LTD,368330,"[1.33579770019297, 103.882542499583]",Eating Establishment
366,CHISHTY SYED MOHAMED HAFEEZUDEEN,408896,"[1.32802291966224, 103.893568010662]",Eating Establishment
367,JPKL SERVICESS PTE. LTD.,368330,"[1.33579770019297, 103.882542499583]",Eating Establishment
368,CORIANDER LEAF PTE LTD,368330,"[1.33579770019297, 103.882542499583]",Eating Establishment
369,INTERNATIONAL CATERING PTE LTD,368330,"[1.33579770019297, 103.882542499583]",Eating Establishment
370,PAN PACIFIC HOTELS GROUP LIMITED,199591,"[1.29962022781589, 103.860647265508]",Eating Establishment
371,MARINA BAY SANDS PTE. LTD.,018956,"[1.28257452719679, 103.858562162091]",Eating Establishment
372,DAISHO DEVELOPMENT SINGAPORE PTE LTD,018961,"[1.27830729633252, 103.850795180871]",Eating Establishment
373,SHANGRI-LA HOTEL LIMITED,258350,"[1.3112474084414, 103.826756760766]",Eating Establishment
374,MARINA BAY SANDS PTE. LTD.,018971,"[1.28445018649266, 103.860956741623]",Eating Establishment
375,CARLTON HOTEL (SINGAPORE) PTE LTD?,189558,"[1.2959264465239, 103.852518903928]",Eating Establishment
376,TOMLINSON HOTEL PTE. LTD.,247911,"[1.3056959989812, 103.826075597247]",Eating Establishment
377,FOO KEE SENG,575710,"[1.35884114756586, 103.836938065119]",Eating Establishment
378,BIZLINK CENTRE SINGAPORE LTD,539747,"[1.38174104002187, 103.884742636745]",Eating Establishment
379,PANG OI KHENG,109762,"[1.2830212046691, 103.810473680086]",Eating Establishment
380,Lavish Dine Catering Pte Ltd,658080,"[1.33852440962067, 103.757089739355]",Eating Establishment
381,KJM CURRY HOUSE & RESTAURANT PTE. LTD.,637752,"[1.31214553272707, 103.631208295985]",Eating Establishment
382,YONG KIN WAI,658080,"[1.33852440962067, 103.757089739355]",Eating Establishment
383,AMMANI CATERING PTE. LTD.,658080,"[1.33852440962067, 103.757089739355]",Eating Establishment
384,TIONG BAHRU PAU PTE LTD,109762,"[1.2830212046691, 103.810473680086]",Eating Establishment
385,QUALITY FOOD SERVICES PTE. LTD,637752,"[1.31214553272707, 103.631208295985]",Eating Establishment
386,JANNAT FATEMA CATERING & RESTAURANT PTE. LTD.,637752,"[1.31214553272707, 103.631208295985]",Eating Establishment
387,ALISA MAHAL RESTAURANT PTE LTD,637752,"[1.31214553272707, 103.631208295985]",Eating Establishment
388,MARIUM INTERNATIONAL (SINGAPORE) PTE. LTD.,637752,"[1.31214553272707, 103.631208295985]",Eating Establishment
389,D'FINE CATERING SERVICES PTE LTD,658080,"[1.33852440962067, 103.757089739355]",Eating Establishment
390,SHATEC INSTITUTES PTE. LTD.,659589,"[1.34404445156372, 103.750294500884]",Eating Establishment
391,CHIAM MENG YEOW,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment
392,HARVEST CATERING PTE. LTD.,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment
393,BADRIYA HOLDINGS PTE. LTD.,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment
394,SEAH JEE NGUAN,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment
395,ZINGRILL HOLDINGS PTE LTD,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment
396,CHIAM WEE KIANG,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment
397,KIAN HUAT RESTAURANT PTE. LTD.,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment
398,OH PENG KOK,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment
399,THANGARAJAN S/O SUBRAMANIAM,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment
400,YEO LAI POH,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment
401,ONG TECK KIONG,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment
402,OH BENG YEW,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment
403,NG SIEW HUANG,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment
404,ONG PANG HENG,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment
405,CHUA TEOW HOCK,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment
406,LIM KIM HUAT,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment
407,NG CHOON KIAT,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment
408,GOH WAH HONG,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment
409,NTUC FOODFARE CO-OPERATIVE LTD,769162,"[1.41110357649475, 103.844214479132]",Eating Establishment
410,KIAN HUAT RESTAURANT PTE. LTD.,769676,"[1.44381976648884, 103.825776742472]",Eating Establishment
411,LEE AH MOI,769674,"[1.44332329145287, 103.825508969018]",Eating Establishment
412,TOH KOH CHING,769679,"[1.44391038143109, 103.826237487173]",Eating Establishment
413,LEE MEI LI,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment
414,ANG HEE GUAN,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment
415,BLISS GROUP PTE LTD,738322,"[1.44860862935378, 103.809140883895]",Eating Establishment
416,GRAND MANDARINA PTE. LTD.,088760,"[1.2808383082465, 103.840952742842]",Eating Establishment
417,TAHERA24HRS RESTAURANT & CATERING PTE. LTD.,209745,"[1.30675222380407, 103.853311628208]",Eating Establishment
418,MUMMY'S RECIPE PTE. LTD.,209466,"[1.30594212595694, 103.852102912885]",Eating Establishment
419,TUNG LOK MILLENNIUM PTE LTD,238839,"[1.30082071769235, 103.845067272666]",Eating Establishment
420,STRAITS CHINESE NONYA RESTAURANT PTE. LTD.,089673,"[1.27865253221985, 103.842133927958]",Eating Establishment
421,SUANTHAI RESTAURANT PTE. LTD.,239544,"[1.2981857037597, 103.838961499439]",Eating Establishment
422,KITCHEN LANGUAGE PTE. LTD.,189559,"[1.29858303685689, 103.849316107845]",Eating Establishment
423,KHALSA RESTAURANT PTE LTD,058416,"[1.28898501675476, 103.848418328571]",Eating Establishment
424,SITARA RESTAURANT & LOUNGE PTE. LTD.,218107,"[1.31121073857189, 103.854628210725]",Eating Establishment
425,ARASU RESTAURANT PTE LTD,219540,"[1.30825550302179, 103.851303985503]",Eating Establishment
426,JAVA KITCHEN PTE. LTD.,247779,"[1.29291845027841, 103.831126455464]",Eating Establishment
427,SK CATERING PTE. LTD.,239403,"[1.29523854569476, 103.831012386123]",Eating Establishment
428,CRYSTAL JADE KITCHEN (GREAT WORLD) PTE LTD,239403,"[1.29523854569476, 103.831012386123]",Eating Establishment
429,PARADISE RESTAURANT & CATERING PTE. LTD.,207377,"[1.30550618562858, 103.854635647568]",Eating Establishment
430,R E & S ENTERPRISES PTE LTD,239403,"[1.29523854569476, 103.831012386123]",Eating Establishment
431,TAJ AUTHENTIC INDIAN CUISINE PTE LTD,058763,"[1.28319787931347, 103.845683318966]",Eating Establishment
432,FONDUE CAFE 81 PTE LTD,278115,"[1.31074694963837, 103.796430786946]",Eating Establishment
433,MARKONOS F&B ENTERPRISES PTE LTD,209493,"[1.30473768594692, 103.854393921138]",Eating Establishment
434,AH YAT ABALONE FORUM RESTAURANT HOLDINGS PTE LTD,188018,"[1.29737837980367, 103.852676714704]",Eating Establishment
435,KESAVAN S/O KRISHNAN,207466,"[1.30637211894281, 103.852233709103]",Eating Establishment
436,MASTER CHEF CULINARY CONCEPTS HOLDING LLP,088754,"[1.28213127583084, 103.84213276872]",Eating Establishment
437,LEEDS RESTAURANT & CATERING PTE. LTD.,219791,"[1.30663859178354, 103.851102210373]",Eating Establishment
438,MENU PTE. LTD.,058282,"[1.28917680456832, 103.84424958393]",Eating Establishment
439,PADANG PALACE RESTAURANT PTE LTD,179682,"[1.29211430870635, 103.853707080302]",Eating Establishment
440,M.K. RAMA PTE LTD,217964,"[1.30599612057127, 103.851702467568]",Eating Establishment
441,LI YIMIN,059498,"[1.2837904589613, 103.844451261948]",Eating Establishment
442,MARYULIS BINTE BAGINDO MARLIAN,198715,"[1.30323686862362, 103.85907589365]",Eating Establishment
443,LEGACY HOTEL PTE LTD,238865,"[1.30483283007132, 103.833236683852]",Eating Establishment
444,CHIKUYOTEI SINGAPORE PTE LTD,188966,"[1.29845047417026, 103.854897087094]",Eating Establishment
445,ZULBAIDAH BTE MARLIAN,198884,"[1.30229369614023, 103.859562525173]",Eating Establishment
446,KECK SENG HOTEL PTE LTD?,169629,"[1.28943172837066, 103.836607264164]",Eating Establishment
447,THE WHOLE EARTH PTE LTD,079331,"[1.27725160196528, 103.844612614493]",Eating Establishment
448,THE WOK PEOPLE PTE. LTD.,039593,"[1.29350132535558, 103.857307495824]",Eating Establishment
449,GOKUL VEGETARIAN RESTAURANT AND CAFE PTE LTD,207478,"[1.30651480159634, 103.852605586654]",Eating Establishment
450,HPL PROPERTIES PTE LTD?,248646,"[1.30521022217128, 103.828652720876]",Eating Establishment
451,SHISH MAHAL RESTAURANT & PUB PTE LTD,189971,"[1.30390260693982, 103.850716665613]",Eating Establishment
452,CONCEPT CUISINE PTE LTD,088518,"[1.27741193946806, 103.843771062425]",Eating Establishment
453,HUANG CHENGGUI,049835,"[1.28676737632669, 103.849375556243]",Eating Establishment
454,FOOD & SPICE CO PTE LTD,049830,"[1.28654310512184, 103.849478800099]",Eating Establishment
455,CRYSTAL JADE PALACE RESTAURANT PTE LTD?,238872,"[1.30236932766648, 103.834980235031]",Eating Establishment
456,NG ENG HUEE @ NG ENG THYE,059519,"[1.28389391187559, 103.844903101499]",Eating Establishment
457,CRYSTAL JADE(LA MIAN XIAO LONG BAO) PTE LTD,238872,"[1.30236932766648, 103.834980235031]",Eating Establishment
458,CITY HOTELS PTE. LTD.?,238879,"[1.30766860940267, 103.828164396352]",Eating Establishment
459,MAHIRAN BTE ABDUL RAHMAN,199078,"[1.30310710508455, 103.858553528675]",Eating Establishment
460,COLOURS OF INDIA PTE. LTD.,049405,"[1.2859367960539, 103.849612171984]",Eating Establishment
461,PASTA FRESCA DA SALVATORE PTE LTD,049819,"[1.28603737919792, 103.849831839767]",Eating Establishment
462,Harry's International Pte Ltd,049818,"[1.28593656562506, 103.849899741314]",Eating Establishment
463,KRISTY J PTE. LTD.,277698,"[1.31201622092733, 103.794331618133]",Eating Establishment
464,DELIFRANCE SINGAPORE PTE LTD?,189721,"[1.29884087949252, 103.859351024222]",Eating Establishment
465,AVANT HOTELS (SINGAPORE) PTE LTD?,169075,"[1.28888605616528, 103.834206802698]",Eating Establishment
466,THE AMERICAN CLUB,228219,"[1.30806097260611, 103.832067228303]",Eating Establishment
467,SARIKA CONNOISSUER CAF? PTE LTD,238866,"[1.30146560603949, 103.83792633759]",Eating Establishment
